en_text,jp_text,google_translated,score
m -38 -16 l 33 -17 34 38 3 46 -31 39,-------staff---------,------- STAFF ------------,0.0
"Or rather, there's a merman...",何かいいことあったでしょ　いい顔してる,It's a good face,0.18181818181818182
chimeishou ni naru made,{\c&HFEFAF6&\blur3\t(\fs38)}そうさ　未来に飛び込んじゃえばいいのさ,} そ れ そ れ さ いい いい いい いい さ,0.0
we're gonna dive straight into our futures.,{\c&H030303&\bord0\fs38\t(\fs45)}そうさ　未来に飛び込んじゃえばいいのさ,} そ れ そ れ さ いい いい いい いい いい いい いい,0.0
tanoshii kotoba yappa,{\be1\t(\fry96\fs30)}楽しいことばっかじゃ,fun things,0.0
kitaishichau no ga sa,{\c&HFCFBB8&\blur3}期待しちゃうのがさ,I'm expecting,0.0
The Pressing Situation,十箱も使ってしまった,I also used the box,0.14285714285714285
No more hot water?,{\an8\blur4}更多中日双语字幕，请登陆 {\fsp1}www.kamigami.org,"More Middle Day Movement Subtitles, { www.kamigami.org",0.08333333333333333
You want me to sit around in cold water instead?,これが牛乳風呂,This is milk bath,0.0
It was pretty rough.,ますます見づらいね,It is hard to see,0.1111111111111111
"""Worn out?""",こんばんは,Good evening,0.0
From what?,違うんですか　龍己くん喜ぶかなと思ったのに,I thought it would be different from Ryoso-kun,0.1
I'm a shachihoko!,お風呂パーティーをすると聞いて　いろいろ持って来ました,I heard that I hear a bath party and brought it variously,0.14285714285714285
This feels marvelous.,龍己　飲む,Drowning,0.0
"Wakasa, could you try to be\Na little more conservative?",いや　あのう　自分帰るところだったっていうか,"No, it was a place to go home",0.1111111111111111
"Sorry, but I'm barely scraping by as it is.",レモンティーです,It is lemon tea,0.14285714285714285
"I'm glad you understand, Wakasa-kun.",真木さん　いらっしゃい,Mr. Maki I love you,0.18181818181818182
It'll help us conserve water.,すごく　いいお湯です,It is a very good hot water,0.16666666666666666
I don't really like this...,ごめん　汁飛んだ,Sorry I flew,0.1111111111111111
Noisy,大丈夫,Fine,0.0
It's too noisy.,あれ蜜柑だ,It is tangerine,0.14285714285714285
"Next, we'll cover the bath\Nto stop any heat from escaping.",皆揃ってんな,Everyone is all,0.0
Look! A severed head!,俺　未成年,I am not a minor,0.1111111111111111
"Anyway, you should hop in too, Tatsumi.",ちゃんと責任もってやるんならな,If you are responsible properly,0.07692307692307693
"Hamburger steaks should be made with meat, don't you think?",酒は　飲んでも飲まれるな,Don't drink alcohol,0.13333333333333333
"Beef is so much tastier, too...",なんかもう　見てるだけで気持ち…,I feel like just looking at it ...,0.06666666666666667
Hm?,龍己,Dragon,0.0
Beautiful,綺麗なお風呂ですよ,It is a beautiful bath,0.2
How about you just stay at home?,ありがとう,Thank you,0.1111111111111111
"Including the installation costs,\Nit's a million yen...",今日の夕食は　鍋にするそうです,Today's dinner seems to be a pot,0.11764705882352941
