en_text,jp_text,google_translated,score
"What's wrong, Icarus?","マスターは
あんたのこと―","Master
What's up-",0.25
Nothing...,ううっ,Um,0.0
Gamma!,"タイプガンマー
〝ハーピー〞","Type gamma
""Herpy""",0.2
...the Uranus Queen.,"ウラヌス･クイーンの
相手をしてこいなんて―","Uranus Queen
I'm going to do the other party-",0.25
"But when it hit him you might get hurt, he changed his mind.",気が気じゃないって,I do not mind,0.05555555555555555
He said he wanted you to come home soon.,"（ハーピー１）
何だかんだ言って
マスター―","What to say
Master-",0.08333333333333333
"It looks like Master's actually pretty lonely without you there, Beta.","うつつを抜かして
いるようだから―","Remove the
Because it seems like",0.1111111111111111
Master's worried about me... He's lonely without me!,"（ニンフ）マスターが
私を心配してくれてる","master
I'm worried about me",0.3333333333333333
"She's going to destroy the Uranus Queen,","ウラヌス･クイーンを
壊して―","Uranus Queen
Break-",0.2
"kill the Downers,",ダウナーどもを殺し―,Kill Downer-,0.2
"and come back to me all happy, thinking I'm going to tell her she did a good job.","（そはら）ええ～！ ニンフさん
また帰ってこなかったって!?","yeah ~!Nymph
In addition, did not come back again!?",0.13793103448275862
"And that's when I'm going to tell that defective piece of junk, ""You're getting scrapped.""","そこで この欠陥品に
伝えてやるのさ","Therefore, this defect
I will tell you",0.16
Sora no Otoshimono,"（イカロス）
はい 昨日一晩 戻らなくて",Yes yesterday no night return,0.14285714285714285
There is no time left.,"今夜は
クリスマスパーティーだよ","tonight
It is a Christmas party",0.09090909090909091
They've been trapped by the sky.,"どうせなら おっきいのが
会長 好みだわ～","By any means
Thank you for the president",0.14285714285714285
"Are you awake, Master?","（美香子）
英(えい)君 切るものあるの？",Is there anything about you?,0.2
You see...,"けど そんなに
おっきいのって…","But so much
Occasion ...",0.14285714285714285
"Do you have any idea why, Tomo-chan?","何なら 私の
とっておきを貸すけど？","Anything I
Do you lend me a meal?",0.2
No...well...I didn't do anything...really...,いってらっしゃーい,I'm sorry,0.09090909090909091
Really nothing!,ハッ！,Ha!,0.25
"By the way, I was flying over the forest, and I saw Nymph there.",段取りは 話したとおりよ,It is said that the setup was talked,0.1
Really?,（ニンフ）援護？,Support?,0.3333333333333333
We're having our Christmas party tonight.,"ウラヌス･クイーンだって
私たちと変わらない","Uranus Queen
It does not change with us",0.0
I like the big ones.,あんたの力が必要なの,I need the power of,0.2222222222222222
But where would we find one that big...,（ニンフ）あ…,...,0.1111111111111111
"We'll have a real tree to decorate, Tomo-chan!","こんな物騒なものを
使わないためにも―","Such a noise
Not to use-",0.13333333333333333
"If not, I have skilled friends.","成功すれば マスターが
どれほど喜ぶことか","If you succeed, the master
How happy",0.14285714285714285
No need. An axe is enough.,これは あくまで保険,This is the insurance,0.1
"Oh, boy.",（ハーピー１･２）フッ フフ…,Hofufu ...,0.0
"We're making a cake, just us girls.","（ニンフ）
あんたの正体知ったら―",If you know your identity-,0.0
What is that?,（ニンフ）何 やってんのよ,What is it?,0.6
"Oh, this?","こっちの空は広いわ
（ニンフ）ハア？","This sky is wide
 Haa?",0.25
We'll think back to all that's happened.,"（ニンフ）
もし そうなら 逃げたいよね",If she wants to run away,0.06666666666666667
I'm glad.,"なら 買い出しに行ってる
智ちゃんに―","I'm going to buy
Tomi-chan-",0.25
She won't have any place to hide here and there's good visibility.,"ちょっと あの…
そこまで 買い物に","A little ...
To shopping up to there",0.1
We'll be proceeding as planned.,私たち 友達なんだから―,Because we are friends-,0.1
Hide us with your P-stealth system.,電話でお願いすれば…,If you ask your phone ...,0.08333333333333333
Back me up?,"約束したよね？
（イカロス）ハッ","You promised, right?
 Ha",0.1111111111111111
"If she isn't given time to deploy the Aegis, the Uranus Queen is no different than any of us.","ねえ イカロスさん
もう ウソはつかないって―","Hey Ikaros
She is no longer lie-",0.125
W-Wait a second!,"もうすぐ ケーキ焼き上がるから
早く帰ってきてね","Because it will bake a cake soon
Come back early",0.07692307692307693
You have to make sure there's no need to use dangerous weapons.,"あれ？ 何だ
迎えに来てくれたのか","that?What
Did you come to pick me up",0.09523809523809523
You'll do great. I'm sure you can convince her just fine.,"ツリーの飾りやら クラッカーやら
ついつい 買い込んじゃってさ","Tree decorations and crackers
I'm just buying it",0.15789473684210525
Think about how happy Master will be once you succeed.,ほら 見ろよ これ,See you,0.08333333333333333
Master will be happy...,マスター,Master,0.2
Of course.,"おっかしいだろ
変なサンタのお面","It's bigger
Face of strange Santa",0.1111111111111111
What are you doing?,（智樹）ハア？,Haa?,0.16666666666666666
"Nymph, the sky looks vast from here...","アッハハハ…
すっげー似合ってる！","Ahahaha ...
It looks good!",0.15384615384615385
"If that was the case, you'd want to run away.",大変 お世話になりました,Thank you for all the help you have given me,0.1
Then call Tomo-chan since he's already out getting things.,あっ…,Ah…,0.0
"It's not that, but...",マイ… マスター,My ... Master,0.1111111111111111
Huh? What is it?,（智樹）何が さよならだ,What is your goodbye,0.2857142857142857
Master...,"もう マスターの所には
戻れない","At the top of the master
can not go back",0.1
"Icarus, try it on for a second.","なかなか いい木が
見つからなくって～","Quite a good tree
I can not find it ~",0.11764705882352941
It looks great on you!,ハア ハア ハア くそっ！,Haa Haa Haa!,0.14285714285714285
I've come to say goodbye.,"美香子が どうしても
大きいのがいいと聞かなくてな","Why Mikako
I have to ask that it is big",0.13333333333333333
I will never forget you.,"俺が心配しないとでも
思ってんのか？","Even if I do not worry
Do you think?",0.15384615384615385
Is this another bad joke?,さすがだね,It is true,0.125
"I loved you,","（イカロス）知ってる
（ニンフ）えっ",I know,0.2
The sky struck here. I'm certain.,"（美香子）自分ばっかり
かっこつけちゃって～",I'm addicted ~,0.2
Beginning data scan of the impact crater.,乗れ 智樹,Tendon,0.0
Nymph's signal...,"（ハーピー１･２）
フッ フフフ…",Hofhoff ...,0.2
"What does she mean, ""Farewell?!""",何で いきなり攻撃したの！,What suddenly attacked!,0.16666666666666666
We couldn't find a good tree...,"私たちは こいつの持つ
ウラヌス･システムのコア…","We have this guy
Uranus system core ...",0.14285714285714285
Is Icarus here?!,バーカ ウソだっつーの！,Burka Uso!,0.14285714285714285
Damn it!,"いいから もう消えろ
この クソチビ！","It is good because it is good
This her fucking!",0.2222222222222222
Didn't it occur to them that I'd be worried?,フッ 案外 あっけないものね,I can't get it out,0.2
That's why I didn't want to live with those Angeloids.,"（ニンフ）
そんな だって さっき…",That's why so ...,0.2
Nymph.,"うあああ！
パラダイス＝ソング！","Oh yeah!
Paradise = Song!",0.0
I know.,（そはら）やだ！ 私も行く！,Yasu!I will go!,0.14285714285714285
Sugata-senpai...,（イカロス）ニンフ…,Nymph ...,0.3333333333333333
"That's not fair, Ei-kun.","って あいつら
誕生日なんて あったのかよ","That's a guy
I wonder if there was a birthday",0.13333333333333333
This isn't what we talked about!,（智樹）何で そんなこと…,What is that ...,0.2
You said you'd let me convince her!,お前も 本当は もっと―,You are also really more-,0.08333333333333333
Why'd you attack out of nowhere?!,"何とかしてやりたいと
思っているのだろう？","I would like to do something
Do you think?",0.125
Idiot. We lied.,"イカロスちゃんとニンフちゃんの
誕生日ってことにしたの～","Ikaros and Ninfu-chan
It was my birthday ~",0.0
"Thanks, Nymph.","（美香子）だから 今日は
クリスマスパーティー兼―",", so today
Christmas Party and",0.1111111111111111
No way...,"笑顔になんて
してやれなくて…","What to smile
I can not do it ...",0.09090909090909091
Then what about Master?,"（守形）どうした？ 智樹
浮かない顔だな","What happened?Tomishi
It's a face that doesn't float",0.13333333333333333
Our mission was to collect the Uranus system core within the variable wings.,"イカロスやニンフが
心から笑えるようになるために","Ikaros and Nymph
To be able to laugh from the heart",0.09523809523809523
That's all Master tasked us with.,（智樹）俺は 全然ダメっすよ,I'm sorry at all,0.08333333333333333
But you said-,後悔したくないならな,If you do not want to regret,0.1111111111111111
S-Stop it...,"イヤ！ うっ うあっ
うっ うっ うっ イヤ…","I can!Yes
I'm sorry ...",0.1111111111111111
"Bye bye, Uranus Queen.","（智樹）
あいつら 誕生日プレゼント―",Aimer Birthday Present-,0.0
Paradise song!,"（ハーピー２）なっ！
（ハーピー１）バカな！","!
 stupid!",0.25
The Prez too...,（そはら）ひどい…,terrible ...,0.2
"You're in a hurry, right?",何やったら 喜びますかね,Do you want to be pleased if you do?,0.14285714285714285
You wait here.,"（イカロス）可変ウイングシステム
セーフティー解除","variable wing system
Safety cancellation",0.0
That's it!,"ダメよ アルファ！
智樹たちに バレちゃう！","Noh alpha!
Tomishi Tomo's ball!",0.2222222222222222
Nymph...,"（そはら）ああ…
（美香子･守形）ん…","Oh ...
 ...",0.3333333333333333
What are those seeds?,"お前がかわいそうだと
思ったからなんだ","If you are so cute
Because I thought",0.08333333333333333
Did they even have birthdays?,はい…,Yes…,0.0
"I asked them and they said they didn't, so I talked to Senpai and the Prez, and we gave them one.",あんまりだなって思ってさ,I think so much,0.09523809523809523
It'd makes sense for Christmas to be the birthday of angels.,"お前が兵器でよかったなって
おかげで 友達を助けられる","You're good at weapons
Thanks to the friend",0.1
Why did you...?,うう… はい…,Uh ... Yes ...,0.14285714285714285
"Well, Icarus-san still kind of acts like a doll. She doesn't smile or laugh at all,","お前 けっこう
優しいヤツだからさ","Suit
Because it is a kind guy",0.08333333333333333
"Hey, look at this, Tomo-chan!",行けー！,Go!,0.125
Tadah! It's my memories collection.,"くそっ 来るぞ！
（ハーピー２）散開！","It will come again!
 sparge!",0.16666666666666666
This brings back memories.,（そはら）ひどい 背中が…,terrible back ...,0.14285714285714285
Great pictures.,（守形）大丈夫か ニンフ,okay or Nymph,0.0
