en_text,jp_text,google_translated,score
"Warning
So, please do not, under any circumstances,
imitate what you see in this anime.","このアニメのマネは
しないでください","The mane of this animation is
please do not",0.18181818181818182
Mechazawa!,"ついに「魁(さきがけ)!!
クロマティ高校」が","Finally, "" !!
Chromati High School",0.125
What is it?,"勝手なことを言う
輩(やから)もいるらしい","Say selfish
It seems that there is also a person (or from",0.13333333333333333
"We had trouble again with guys
from Bass High the other day","しかしマンガ原作からの
アニメ化の場合はとかく","However, from manga original
In the case of animation,",0.1
So what are you saying you want me to do?,"意外と
なんの違和感もなく","Unexpectedly
No sense of discomfort",0.0
Would you talk to him and settle this trouble?,"四の五の言うヤツは
このアニメを1000回見ればいい","Five five saying guy
You should watch this anime 1000 times",0.1111111111111111
"Besides, our schools are, in fact, enemies now.","（神山）
いや やはりこの辺で","No, now this side",0.15384615384615385
So I don't think it'd work out so easily.,手を打とうと思います,I think I will hit my hand,0.13333333333333333
But you're the only one we can depend on!,"ある日の僕は クラスメイトの
林田(はやしだ)君の言葉に乗せられて","One day I am a classmate
Hayashida  You are put on your words",0.14285714285714285
"What did you say?!
You're going too far, Mechazawa!",（メカ沢）どうした〜？,What happened?,0.15384615384615385
"Stop it, both of you!","こうなりゃうちも兵隊集めて
やるしかねえだろうが！","If you're collecting soldier
It would be good!",0.21428571428571427
I consider you my best friend.,俺はデス高にダチがいる,I have a bad death,0.09090909090909091
"You won't be able to become independent
if you keep acting like that, right?","（ワルＣ）おい じゃあ
イモ引くってのか？","Hey
Do you want to make it?",0.14285714285714285
You talk like you know everything.,"（ワルＣ）
お前って本当にいいヤツだぜ",You are really good guy,0.1
"I'm saying this for your own good.
If you don't understand that, I'll leave.","これじゃ いつまでたっても
安く見られちまうじゃねえか","If you do not have this
It's cheap and see",0.16
Yeah! Then I'll say it now.,"俺一人がイモ引いた
ってことにしとくからよ","I got an imitate
Because it is",0.14285714285714285
"Like I said, that's not me!","あれほど体に悪いことには
手を出すなと言ったろうが！","That's bad for the body
I would like to say that I do not put out my hand!",0.2857142857142857
Geez...,（ワルＥ）ご… ごめん メカ沢,... Sorry Mechazawa,0.25
Under 18 Not Allowed,"けどな おめえが
いなくなったら","But thank you
If not",0.125
"Under 18 Not Allowed
How irritating!",（メカ沢）それでも我慢しろ！,Still patient!,0.1111111111111111
All right! I got them all!,（２人）盛り上がってる,I'm excited,0.125
What the hell is that?,（メカ沢）なんだ？,What is it?,0.42857142857142855
"I gave them a lecture,","いや 世間の連中だって
お前を見て気付いていると思う","No, it is a series of
I think you are looking at you",0.1875
"and now I'm in this mess,
getting worried if I was right.","気になって気になって
しかたねえことがあるんだ","I'm worried about
I can not",0.17647058823529413
"I guess that means I'm
actually the weakest one.","たぶんクラス全員が
同じことを思ってる","Maybe all classes
I think the same thing",0.125
Is something the matter?,"（ワルＣ）いや なんか その…
言いにくくてよ","No, something ...
It is difficult to say",0.16666666666666666
"Hey, that's not it!","（メカ沢）
水くせえなあ　なんの話だよ？","I can not water it, she talks about?",0.21428571428571427
"Speeding on my motorcycle is the best thing
I can do when I'm irritated.",お前 第２ボタンが取れてるぞ,You can get the second button,0.10526315789473684
Customer pulling in!,あっ！　クソッ またか,Ah!Also,0.16666666666666666
Would you like us to fill it up?,（ワルＢ）修理に出すと金かかんぞ,If you put it out for repair,0.14285714285714285
I'm filling it up!,いるわけねえだろ タコ！,I'm sorry!,0.42857142857142855
"Hey, stop it!",（ワルＣ）おい メカ沢,Hey Memazawa,0.16666666666666666
"No matter how you look at it,
the gas tank is here, right?","（ピンポーン！）
あ！　あいつはどうだ？",Ah!How is that?,0.16666666666666666
