en_text,jp_text,google_translated,score
Nothing...,覚えてへんて…,Remember ...,0.3333333333333333
A Killer Crush on Maity!,（石原信子(いしはらのぶこ)）リサ！,Lisa!,0.14285714285714285
Love Love Fantasia,べーつに,Babe,0.0
"Risa, what's wrong? You look upset.","（信子）
うわ テンション低っ！
どうしたん？","Wow tension low!
What's the matter?",0.1875
"I look upset, do I?",そうですか…,I see…,0.14285714285714285
"Why don't you cast away all that sadness,","最後の最後まで
オール阪神(はんしん)・巨人(きょじん) 言われるやんけ","To the end of the last
All Hanshin , Giant",0.11764705882352941
...and smile for me like you usually do?,私とダーリンと 千春(ちはる)ちゃんたちと,With me and Darling and Chiharu,0.15384615384615385
Seeing you smile is what gives me strength.,"（信子）リサ
（大谷）何すんねん！","Lisa
 What is it!",0.16666666666666666
Is that really my sister? This isn't good.,何やねん？,What is it?,0.16666666666666666
Who's Cain-sama?,なっ？,?,0.25
I want to be near you...,"わた… 私
千春ちゃんたち捜してくるな？","... I
Do you see Chiharu-chan?",0.2727272727272727
Let me just say this. That was my first kiss.,"（リサ）私の…
私のファーストキスを…","My ...
My first kiss ...",0.25
"Man, the last thing I remember was eating oranges. It's all blank after that.",海坊主は あの日も最高でしたよ,The Mare Lord was the best that day,0.14285714285714285
"What the heck do you mean,",ホンマに覚えてへんの？,Do you remember Honma?,0.2
Risa!,なんでやねん！,why!,0.3333333333333333
We're all in the same class again.,"そのうち
こないだ結婚したとか言うて—","In the meantime
She says that she got married-",0.13333333333333333
Is that right?,（リサ）は？,?,0.25
"Me, my darling, Chiharu-chan and hers, and Otani-kun too.","夢と現実が
ごっちゃになっとるだけや","Dreams and reality
Just getting messed up",0.0625
"That's my line, you stunted dwarf!",そんなんちゃうわ！,That's right!,0.3
"Ask yourself, you jerk-off!",（大谷）ああー！,Oh! Oh!,0.14285714285714285
What the heck did I do?,"（リサの声）ほな何や？
あれは何やったんや","What is it?
What did that mean",0.2727272727272727
You've been in a foul mood ever since that last Umibouzu concert.,"ホンマに あの瞬間
意識はなかったんやろか","That moment in Honma
There was no consciousness",0.1
Was it something Umibouzu did?,"何もないですよ
なかったですよ！","There is nothing
It was not!",0.18181818181818182
Did you really forget?,（田中(たなか)千春）リサちゃん？,Lisa-chan?,0.16666666666666666
My... My first kiss...,ハア…,Haa ...,0.2
Give it back! Give back my first kiss!,ええ ええ ええ！,Yeah yeah yeah!,0.125
"It's 119 for an ambulance, right?",キャッチセールスじゃないよ,It's not Catch Sales,0.16666666666666666
What are you doing?,どうしたの？,What's wrong?,0.2857142857142857
Pull yourself together!,"（リサ）あっ
（信子・千春）ああっ",Oh,0.0
Okay?,ね？,Hey?,0.3333333333333333
Patience,は…,teeth…,0.0
Go to hell!,はい！,Yes!,0.2
What the heck?,"（リサ）ケ…
（千春）え？","keen ...
?",0.16666666666666666
What the heck was that?,それや,That,0.16666666666666666
"In any case, if he doesn't remember, then it really was just an accident.",身に覚えが…,I remember myself ...,0.05
Did something happen when you went to Otani-kun's place?,"それって
大谷君と全然違えへん？","that's
Different to Otani-kun?",0.23076923076923078
Nothing happened. Nothing at all!,私の理想の人や,My ideal person,0.0
Risa-chan...,うっ…,Uey ...,0.3333333333333333
What the heck do you want?,何がやねん？,What do you do?,0.5714285714285714
Oh... I'm sorry.,お前 マジでキモいぞ,I'm sorry I'm serious,0.42857142857142855
Go ahead.,ケイン様が言うてくれたもん,Kain-like says,0.0
Who's that?,キュート？ 妖怪そのもんやんけ,cute?Yokai its,0.14285714285714285
Someone we don't know.,ああ ヤバい,Ah yabu,0.0
What's wrong?,何なん？,what?,0.5
Wha... What is this?,"（大谷・リサ）
スルーですか　決まりですか？",Is it a go?,0.2222222222222222
That's it!,ああっ！,Oh!,0.2
A guy that cool really exists!,（大谷・リサ）ちょっと待てい！,A little waiting!,0.2222222222222222
Ugh... I'm getting goosebumps...,"（中野）何かご不満でも？
（大谷・リサ）不満だらけじゃ！","Something dissatisfied?
 I'm sorry!",0.18181818181818182
What's so good about that guy?!,"（中野）舞竹先生！
（リサ）ん？","Mai Takao!
?",0.18181818181818182
